mengganggu	-3
ganggu	-3
lambat	-3
mati	-4
panas	-2
terlambat	-3
telat	-3
kesulitan	-3
sulit	-3
kotor	-3
rusak	-4
korsleting	-5
asap	-4
terluka	-5
luka	-5
kurang	-2
kekurangan	-3
bermasalah	-3
masalah	-2
terbatas	-2
batas	-2
lemah	-2
jauh	-1
mendadak	-2
lama	-2
pelit	-3
merugikan	-4
rugi	-4
down	-4
gagal	-4
hilang	-4
bocor	-4
berisik	-2
bahaya	-5
